Tool,Execution Time (s),CPU Used (%),Memory Used (KB)
bandit,0.21,97,29172
flake8,0.16,234,24968
ruff,0.01,170,76572
mypy,0.15,98,52592
bandit,0.21,100,29264
flake8,0.16,233,22728
ruff,0.01,133,82296
mypy,0.16,98,52564
bandit,0.20,99,29240
flake8,0.15,231,24964
ruff,0.03,155,74780
mypy,0.21,98,52564
bandit,0.27,96,29280
flake8,0.16,239,22908
ruff,0.07,100,72008
mypy,0.15,93,52536
bandit,0.21,96,29280
flake8,0.16,239,22676
ruff,0.01,154,77000
mypy,0.17,96,52608
bandit,0.21,99,28976
flake8,0.17,247,22716
ruff,0.01,126,78396
mypy,0.15,96,52572
bandit,0.22,99,29284
flake8,0.15,232,22748
ruff,0.01,150,77416
mypy,0.15,99,52632
bandit,0.21,97,29264
flake8,0.16,239,22864
ruff,0.01,160,84372
mypy,0.15,100,52664
bandit,0.21,100,29240
flake8,0.17,245,22928
ruff,0.01,158,78432
mypy,0.17,94,52464
bandit,0.22,99,29248
flake8,0.16,233,22868
ruff,0.01,126,84060
mypy,0.15,99,52608
bandit,0.21,100,29304
flake8,0.15,240,22928
ruff,0.01,140,68484
mypy,0.15,95,52608
bandit,0.21,99,29156
flake8,0.15,233,22740
ruff,0.01,154,76412
mypy,0.15,99,52568
bandit,0.21,100,29268
flake8,0.16,239,22836
ruff,0.01,136,84420
mypy,0.15,98,52688
bandit,0.22,99,29360
flake8,0.17,249,22692
ruff,0.01,127,88160
mypy,0.15,99,52548
bandit,0.21,99,29092
flake8,0.15,233,22700
ruff,0.01,160,76860
mypy,0.15,100,52572
bandit,0.21,99,29156
flake8,0.15,232,22876
ruff,0.01,154,78840
mypy,0.15,99,52460
bandit,0.21,98,29276
flake8,0.16,245,22876
ruff,0.01,154,82624
mypy,0.20,98,52632
bandit,0.22,100,29364
flake8,0.15,234,24872
ruff,0.01,133,80152
mypy,0.16,96,52572
bandit,0.21,99,29136
flake8,0.16,232,22676
ruff,0.01,128,84420
mypy,0.15,100,52620
bandit,0.21,100,28976
flake8,0.15,235,22924
ruff,0.01,145,82388
mypy,0.15,94,52544
bandit,0.21,96,29336
flake8,0.15,238,22832
ruff,0.01,145,76432
mypy,0.15,100,52688
bandit,0.21,100,29156
flake8,0.16,244,22880
ruff,0.01,137,78436
mypy,0.15,95,52544
bandit,0.20,100,29288
flake8,0.17,244,22880
ruff,0.01,154,80512
mypy,0.16,98,52568
bandit,0.21,97,29240
flake8,0.16,226,22864
ruff,0.01,153,78612
mypy,0.16,98,52632
bandit,0.22,99,29364
flake8,0.17,229,24748
ruff,0.01,154,74700
mypy,0.16,95,52672
bandit,0.21,100,29284
flake8,0.15,233,22732
ruff,0.01,141,78148
mypy,0.16,95,52616
bandit,0.22,98,29284
flake8,0.17,222,22832
ruff,0.01,154,74860
mypy,0.15,99,52628
bandit,0.21,94,29240
flake8,0.16,231,22904
ruff,0.01,140,74656
mypy,0.16,99,52560
bandit,0.20,99,29332
flake8,0.15,238,22836
ruff,0.01,145,78580
mypy,0.15,94,52504
bandit,0.22,99,29132
flake8,0.15,224,24812
ruff,0.01,127,82772
mypy,0.15,99,52560
bandit,0.21,100,29288
flake8,0.18,239,22816
ruff,0.02,133,78676
mypy,0.18,98,52676
bandit,0.21,98,29320
flake8,0.16,252,22844
ruff,0.05,107,86340
mypy,0.15,98,52616
bandit,0.22,98,28980
flake8,0.17,222,22808
ruff,0.01,145,77268
mypy,0.16,100,52616
bandit,0.21,99,29100
flake8,0.15,235,22680
ruff,0.01,122,84144
mypy,0.15,99,52608
bandit,0.22,99,29284
flake8,0.15,233,22928
ruff,0.01,145,82280
mypy,0.15,99,52488
bandit,0.21,100,28980
flake8,0.16,230,28828
ruff,0.01,145,78528
mypy,0.15,100,52536
bandit,0.20,100,29240
flake8,0.16,231,22740
ruff,0.01,172,78600
mypy,0.16,100,52568
bandit,0.22,99,29168
flake8,0.16,232,22740
ruff,0.01,138,60820
mypy,0.16,98,52632
bandit,0.21,99,28968
flake8,0.15,235,22740
ruff,0.01,128,87964
mypy,0.16,95,52668
bandit,0.21,96,29328
flake8,0.16,233,24900
ruff,0.01,154,74936
mypy,0.15,99,52540
bandit,0.21,100,29216
flake8,0.15,236,22808
ruff,0.01,145,70656
mypy,0.15,99,52568
bandit,0.22,96,29316
flake8,0.15,232,22696
ruff,0.01,127,82584
mypy,0.15,99,52644
bandit,0.21,99,29336
flake8,0.15,238,22808
ruff,0.01,150,76856
mypy,0.16,97,52576
bandit,0.21,100,29100
flake8,0.15,244,24900
ruff,0.01,163,79056
mypy,0.16,96,52700
bandit,0.22,99,29180
flake8,0.16,233,24836
ruff,0.01,150,73660
mypy,0.15,100,52656
bandit,0.22,99,29324
flake8,0.15,232,22824
ruff,0.01,122,80208
mypy,0.15,99,52612
bandit,0.21,100,29236
flake8,0.15,240,22904
ruff,0.01,136,78312
mypy,0.15,99,52636
bandit,0.21,96,29308
flake8,0.16,232,22732
ruff,0.01,145,80464
mypy,0.15,99,52564
bandit,0.21,99,29272
flake8,0.15,245,24780
ruff,0.01,160,78716
mypy,0.15,94,52672
bandit,0.22,95,29096
flake8,0.16,236,24840
ruff,0.01,127,82392
mypy,0.15,100,52684
bandit,0.21,99,29092
flake8,0.16,232,22676
ruff,0.01,170,70600
mypy,0.16,98,52476
bandit,0.21,95,29324
flake8,0.16,233,22736
ruff,0.01,145,76616
mypy,0.15,96,52544
bandit,0.21,99,29304
flake8,0.16,242,22692
ruff,0.01,163,82552
mypy,0.15,99,52616
bandit,0.22,96,29288
flake8,0.15,232,22744
ruff,0.01,135,72644
mypy,0.18,99,52540
bandit,0.21,99,29284
flake8,0.16,239,22748
ruff,0.06,111,70816
mypy,0.16,98,52664
bandit,0.21,97,29192
flake8,0.16,239,24728
ruff,0.01,154,79056
mypy,0.16,99,52556
bandit,0.21,95,29300
flake8,0.16,236,22724
ruff,0.01,180,74840
mypy,0.15,95,52572
bandit,0.21,100,28972
flake8,0.15,236,22744
ruff,0.01,135,78256
mypy,0.15,99,52580
bandit,0.20,99,29280
flake8,0.15,232,22872
ruff,0.01,136,72332
mypy,0.15,99,52544
bandit,0.20,99,29316
flake8,0.15,232,22812
ruff,0.01,136,82432
mypy,0.15,100,52624
bandit,0.20,99,29284
flake8,0.15,233,22696
ruff,0.01,145,78600
mypy,0.15,99,52556
bandit,0.20,99,29284
flake8,0.16,228,22880
ruff,0.01,129,76296
mypy,0.16,99,52532
bandit,0.22,99,29284
flake8,0.16,233,22740
ruff,0.01,150,72820
mypy,0.16,98,52580
bandit,0.22,96,29244
flake8,0.16,239,22936
ruff,0.01,145,76632
mypy,0.15,99,52476
bandit,0.21,100,29288
flake8,0.16,244,22856
ruff,0.01,141,82452
mypy,0.15,100,52608
bandit,0.23,99,28976
flake8,0.17,235,22908
ruff,0.01,129,76516
mypy,0.15,99,52572
bandit,0.22,98,29372
flake8,0.16,239,22736
ruff,0.01,145,78852
mypy,0.17,97,52692
bandit,0.23,99,29308
flake8,0.18,242,24712
ruff,0.01,142,80484
mypy,0.20,99,52696
bandit,0.23,97,29324
flake8,0.16,234,24832
ruff,0.01,154,80224
mypy,0.16,100,52592
bandit,0.21,100,28984
flake8,0.16,236,22868
ruff,0.01,137,74764
mypy,0.15,100,52576
bandit,0.21,99,29364
flake8,0.16,234,22928
ruff,0.01,140,74536
mypy,0.16,100,52472
bandit,0.21,99,29300
flake8,0.16,232,22836
ruff,0.01,140,74656
mypy,0.15,99,52556
bandit,0.20,100,29176
flake8,0.15,241,22836
ruff,0.01,130,80708
mypy,0.15,99,52620
bandit,0.22,100,29156
flake8,0.15,226,24868
ruff,0.01,127,82400
mypy,0.15,100,52536
bandit,0.21,99,29284
flake8,0.19,219,22808
ruff,0.01,154,68464
mypy,0.16,95,52680
bandit,0.22,97,29220
flake8,0.17,233,22680
ruff,0.01,150,66108
mypy,0.16,100,52628
bandit,0.21,99,29356
flake8,0.16,237,22836
ruff,0.01,133,74760
mypy,0.15,99,52612
bandit,0.21,99,29280
flake8,0.17,232,22744
ruff,0.02,138,86540
mypy,0.17,99,52668
bandit,0.22,98,29208
flake8,0.17,241,22700
ruff,0.01,172,78412
mypy,0.16,100,52696
bandit,0.22,98,29332
flake8,0.16,231,22880
ruff,0.01,154,82644
mypy,0.15,99,52476
bandit,0.21,96,29276
flake8,0.16,239,22936
ruff,0.01,145,76952
mypy,0.16,100,52628
bandit,0.22,99,29276
flake8,0.16,226,22836
ruff,0.01,126,76460
mypy,0.16,96,52608
bandit,0.22,99,29096
flake8,0.16,235,22880
ruff,0.01,161,84772
mypy,0.16,100,52692
bandit,0.21,97,29320
flake8,0.16,236,24844
ruff,0.01,150,77244
mypy,0.16,100,52480
bandit,0.22,100,29132
flake8,0.16,242,22692
ruff,0.01,141,82128
mypy,0.15,100,52612
bandit,0.22,97,29268
flake8,0.17,240,22876
ruff,0.01,129,70576
mypy,0.16,98,52596
bandit,0.21,99,29216
flake8,0.17,235,24820
ruff,0.01,141,72744
mypy,0.17,99,52632
bandit,0.21,96,29368
flake8,0.16,239,22680
ruff,0.01,133,72828
mypy,0.16,93,52484
bandit,0.22,100,29312
flake8,0.17,235,22736
ruff,0.01,121,86268
mypy,0.16,100,52564
bandit,0.23,96,29288
flake8,0.20,225,22932
ruff,0.01,141,68436
mypy,0.17,96,52672
bandit,0.26,99,29132
flake8,0.19,229,22740
ruff,0.01,128,74956
mypy,0.17,99,52684
bandit,0.25,100,29288
flake8,0.16,236,22744
ruff,0.01,138,79364
mypy,0.16,100,52580
bandit,0.21,99,29240
flake8,0.16,231,22808
ruff,0.01,125,82360
mypy,0.16,100,52624
bandit,0.21,99,29360
flake8,0.16,225,22820
ruff,0.01,142,74992
mypy,0.16,94,52564
bandit,0.22,99,29328
flake8,0.17,234,22876
ruff,0.01,142,74772
mypy,0.16,99,52464
bandit,0.21,99,29320
flake8,0.16,237,24840
ruff,0.01,140,74620
mypy,0.16,100,52680
bandit,0.21,99,29236
flake8,0.16,244,22824
ruff,0.01,141,80344
mypy,0.15,100,52760
bandit,0.24,100,29264
flake8,0.16,236,22740
ruff,0.02,133,82036
mypy,0.19,96,52632
bandit,0.23,100,29176
flake8,0.17,226,24776
ruff,0.05,108,84448
mypy,0.16,99,52612
bandit,0.22,100,29284
flake8,0.17,231,22828
ruff,0.01,138,82328
mypy,0.16,99,52636
bandit,0.22,100,29284
flake8,0.17,235,24716
ruff,0.01,133,76228
mypy,0.16,99,52628
bandit,0.21,99,29240
flake8,0.16,233,24844
ruff,0.01,137,66672
mypy,0.16,98,52568
bandit,0.21,99,29316
flake8,0.16,235,22812
ruff,0.01,128,80256
mypy,0.18,97,52668
bandit,0.20,100,28980
flake8,0.15,233,22876
ruff,0.01,136,79876
mypy,0.15,100,52664
bandit,0.21,100,29100
flake8,0.17,233,24772
ruff,0.01,150,66616
mypy,0.15,95,52600
bandit,0.21,100,29156
flake8,0.15,233,22752
ruff,0.02,133,80404
mypy,0.19,99,52540
bandit,0.21,99,29284
flake8,0.15,236,24780
ruff,0.04,108,66656
mypy,0.15,99,52620
bandit,0.21,97,29284
flake8,0.15,235,22748
ruff,0.02,100,77880
mypy,0.15,99,52572
bandit,0.20,95,29236
flake8,0.16,232,22836
ruff,0.01,114,82416
mypy,0.15,99,52572
bandit,0.22,99,29168
flake8,0.15,235,22732
ruff,0.01,143,80840
mypy,0.16,100,52480
bandit,0.21,100,29328
flake8,0.16,264,22828
ruff,0.01,154,86168
mypy,0.15,99,52596
bandit,0.21,100,29156
flake8,0.15,237,22936
ruff,0.01,145,80148
mypy,0.15,99,52596
bandit,0.21,100,29280
flake8,0.16,231,24964
ruff,0.01,154,76652
mypy,0.16,93,52632
bandit,0.22,100,29280
flake8,0.15,236,22836
ruff,0.01,131,66680
mypy,0.15,100,52620
bandit,0.20,99,29100
flake8,0.15,232,22664
ruff,0.01,146,80248
mypy,0.15,100,52600
bandit,0.20,100,29132
flake8,0.15,233,22744
ruff,0.01,141,78400
mypy,0.15,99,52632
bandit,0.21,98,28980
flake8,0.15,235,22836
ruff,0.01,145,76560
mypy,0.15,100,52580
bandit,0.21,99,29280
flake8,0.16,233,22832
ruff,0.01,127,74360
mypy,0.15,99,52668
bandit,0.21,99,29280
flake8,0.15,234,22696
ruff,0.00,155,62220
mypy,0.15,94,52616
bandit,0.20,99,29100
flake8,0.15,229,24776
ruff,0.01,145,80132
mypy,0.15,98,52556
bandit,0.20,100,29248
flake8,0.16,234,22836
ruff,0.01,141,80684
mypy,0.15,100,52672
bandit,0.20,99,29284
flake8,0.16,240,22748
ruff,0.02,130,84344
mypy,0.18,99,52484
bandit,0.23,99,29280
flake8,0.18,220,24780
ruff,0.04,104,80624
mypy,0.16,99,52636
bandit,0.21,95,29180
flake8,0.15,229,24832
ruff,0.01,129,78232
mypy,0.15,99,52588
bandit,0.20,99,29096
flake8,0.15,236,22740
ruff,0.01,135,74628
mypy,0.16,99,52544
bandit,0.21,100,29180
flake8,0.15,239,22928
ruff,0.01,125,76180
mypy,0.15,99,52668
bandit,0.20,99,29136
flake8,0.15,243,24876
ruff,0.01,136,75884
mypy,0.15,99,52668
bandit,0.20,99,29284
flake8,0.15,236,24848
ruff,0.01,140,74604
mypy,0.15,99,52620
bandit,0.20,99,29136
flake8,0.15,238,24872
ruff,0.01,141,77900
mypy,0.15,100,52668
bandit,0.20,99,29220
flake8,0.15,229,22932
ruff,0.01,129,80276
mypy,0.15,99,52696
bandit,0.20,100,29208
flake8,0.16,230,22700
ruff,0.01,141,78528
mypy,0.15,99,52680
bandit,0.20,99,29300
flake8,0.15,240,22864
ruff,0.01,138,71828
mypy,0.15,99,52468
bandit,0.20,99,29100
flake8,0.15,242,22740
ruff,0.01,145,78608
mypy,0.15,100,52592
bandit,0.20,99,29276
flake8,0.15,236,22832
ruff,0.01,131,76560
mypy,0.15,100,52628
bandit,0.21,99,29364
flake8,0.18,231,22680
ruff,0.01,150,76528
mypy,0.15,99,52584
bandit,0.20,98,29332
flake8,0.17,235,22812
ruff,0.01,181,77100
mypy,0.16,97,52696
bandit,0.21,95,29176
flake8,0.16,227,24744
ruff,0.01,145,73068
mypy,0.16,97,52556
bandit,0.22,100,29284
flake8,0.15,230,24844
ruff,0.02,130,84468
mypy,0.18,100,52544
bandit,0.22,100,29280
flake8,0.16,230,24776
ruff,0.04,108,60576
mypy,0.15,98,52600
bandit,0.21,98,29156
flake8,0.16,226,24904
ruff,0.01,117,68476
mypy,0.16,96,52532
bandit,0.21,99,29164
flake8,0.16,236,22928
ruff,0.03,110,82536
mypy,0.15,100,52484
bandit,0.22,100,29096
flake8,0.15,240,22812
ruff,0.01,133,88472
mypy,0.16,95,52628
bandit,0.22,100,29284
flake8,0.15,237,24728
ruff,0.01,136,80672
mypy,0.16,97,52548
bandit,0.21,99,29156
flake8,0.15,230,22900
ruff,0.01,154,78568
mypy,0.15,99,52556
bandit,0.21,95,29308
flake8,0.16,232,24840
ruff,0.01,154,76996
mypy,0.15,99,52540
bandit,0.21,100,29292
flake8,0.15,247,22872
ruff,0.01,133,65976
mypy,0.15,99,52568
bandit,0.20,98,29324
flake8,0.15,240,22836
ruff,0.01,133,74636
mypy,0.15,99,52476
bandit,0.20,99,29216
flake8,0.16,234,22876
ruff,0.01,123,82492
mypy,0.15,94,52548
bandit,0.22,98,29176
flake8,0.16,229,22812
ruff,0.01,133,84300
mypy,0.15,95,52564
bandit,0.21,95,29148
flake8,0.16,236,22868
ruff,0.01,127,76824
mypy,0.15,100,52644
bandit,0.21,99,29240
flake8,0.15,245,22740
ruff,0.01,145,78540
mypy,0.15,99,52568
bandit,0.25,96,29316
flake8,0.18,237,22880
ruff,0.08,100,78864
mypy,0.16,94,52484
bandit,0.22,99,29332
flake8,0.17,236,24728
ruff,0.01,130,76948
mypy,0.15,95,52568
bandit,0.22,97,29284
flake8,0.15,234,22836
ruff,0.01,128,68436
mypy,0.15,99,52548
bandit,0.21,100,29180
flake8,0.16,244,22876
ruff,0.01,150,76984
mypy,0.15,100,52500
bandit,0.21,100,28980
flake8,0.15,231,22876
ruff,0.01,133,84324
mypy,0.15,98,52684
bandit,0.22,99,29356
flake8,0.15,237,22868
ruff,0.01,160,74764
mypy,0.15,99,52668
bandit,0.21,99,29296
flake8,0.15,237,22752
ruff,0.01,135,78520
mypy,0.15,100,52480
bandit,0.20,100,28980
flake8,0.15,232,22812
ruff,0.01,138,82052
mypy,0.15,100,52568
bandit,0.20,100,29236
flake8,0.16,244,22932
ruff,0.01,133,80396
mypy,0.15,100,52504
bandit,0.21,99,29316
flake8,0.15,234,24848
ruff,0.01,133,80352
mypy,0.15,96,52684
bandit,0.20,100,29140
flake8,0.17,230,22924
ruff,0.01,129,82224
mypy,0.15,99,52620
bandit,0.21,99,29156
flake8,0.15,231,22836
ruff,0.01,138,86308
mypy,0.15,93,52588
bandit,0.20,99,28972
flake8,0.14,232,22884
ruff,0.01,125,76448
mypy,0.15,99,52544
bandit,0.26,96,29304
flake8,0.16,236,22744
ruff,0.07,105,80360
mypy,0.15,99,52616
bandit,0.21,100,29236
flake8,0.16,231,24900
ruff,0.01,122,84232
mypy,0.15,100,52468
bandit,0.20,100,29216
flake8,0.15,239,22868
ruff,0.01,133,82232
mypy,0.15,99,52564
bandit,0.20,99,29288
flake8,0.15,242,22924
ruff,0.01,141,82456
mypy,0.15,99,52544
bandit,0.20,99,29128
flake8,0.15,233,24728
ruff,0.01,145,81148
mypy,0.15,100,52624
bandit,0.21,100,29284
flake8,0.15,232,22696
ruff,0.02,125,80472
mypy,0.15,100,52564
bandit,0.20,99,29100
flake8,0.15,238,22828
ruff,0.01,133,82276
mypy,0.15,99,52480
bandit,0.21,99,29344
flake8,0.14,239,22880
ruff,0.01,141,80196
mypy,0.15,99,52588
bandit,0.20,99,29136
flake8,0.15,233,22688
ruff,0.01,145,78428
mypy,0.15,99,52616
bandit,0.21,100,29220
flake8,0.16,240,22812
ruff,0.01,127,76812
mypy,0.15,100,52552
bandit,0.21,99,29288
flake8,0.16,253,22836
ruff,0.01,141,78476
mypy,0.15,99,52464
bandit,0.22,100,29312
flake8,0.16,229,22732
ruff,0.01,145,78092
mypy,0.15,93,52664
bandit,0.22,95,29284
flake8,0.17,229,22836
ruff,0.01,169,78720
mypy,0.17,97,52480
bandit,0.23,99,29104
flake8,0.16,228,22864
ruff,0.01,135,76828
mypy,0.15,99,52640
bandit,0.22,98,29360
flake8,0.17,228,22876
ruff,0.01,158,80428
mypy,0.16,97,52604
bandit,0.21,99,29096
flake8,0.16,232,22832
ruff,0.01,150,79196
mypy,0.16,98,52664
bandit,0.21,99,29232
flake8,0.16,223,22928
ruff,0.01,145,86272
mypy,0.16,100,52632
bandit,0.22,100,28972
flake8,0.16,231,22808
ruff,0.01,136,76456
mypy,0.20,97,52604
bandit,0.24,99,29224
flake8,0.17,249,22856
ruff,0.04,122,80540
mypy,0.15,100,52656
bandit,0.20,100,29284
flake8,0.18,236,24960
ruff,0.01,146,80688
mypy,0.16,100,52556
bandit,0.21,99,29180
flake8,0.16,234,24712
ruff,0.01,145,82360
mypy,0.15,99,52676
bandit,0.20,99,29156
flake8,0.15,236,22744
ruff,0.01,122,76484
mypy,0.15,99,52616
bandit,0.21,100,29224
flake8,0.16,234,22740
ruff,0.01,130,72832
mypy,0.15,100,52628
bandit,0.20,99,29288
flake8,0.16,228,24724
ruff,0.01,133,84540
mypy,0.15,99,52572
bandit,0.23,96,29304
flake8,0.16,240,22680
ruff,0.01,154,77104
mypy,0.15,99,52608
bandit,0.22,100,29332
flake8,0.16,236,22812
ruff,0.01,147,76848
mypy,0.17,94,52620
bandit,0.21,99,29216
flake8,0.16,233,22740
ruff,0.01,133,74112
mypy,0.15,100,52632
bandit,0.21,100,29280
flake8,0.16,228,22808
ruff,0.01,133,73516
mypy,0.15,99,52564
bandit,0.20,99,29300
flake8,0.16,248,22928
ruff,0.01,138,82444
mypy,0.15,100,52544
bandit,0.21,99,29288
flake8,0.16,238,22884
ruff,0.01,126,80196
mypy,0.15,99,52564
bandit,0.21,100,29316
flake8,0.16,234,22724
ruff,0.01,145,82276
mypy,0.15,99,52692
bandit,0.21,97,29328
flake8,0.16,239,22868
ruff,0.01,145,78696
mypy,0.15,100,52544
bandit,0.21,100,29284
flake8,0.16,234,22688
ruff,0.01,133,82336
mypy,0.15,99,52600
bandit,0.21,100,29328
flake8,0.15,237,22828
ruff,0.01,126,82144
mypy,0.15,100,52552
bandit,0.20,100,29096
flake8,0.15,236,22872
ruff,0.01,133,84328
mypy,0.15,96,52580
bandit,0.20,100,29340
flake8,0.15,235,22812
ruff,0.01,133,84388
mypy,0.15,99,52620
bandit,0.20,99,28988
flake8,0.15,237,22884
ruff,0.01,145,80668
mypy,0.15,100,52480
bandit,0.20,99,29240
flake8,0.16,222,22744
ruff,0.01,127,78376
mypy,0.15,100,52568
bandit,0.21,99,29252
flake8,0.15,238,24772
ruff,0.01,141,78316
mypy,0.15,100,52612
bandit,0.20,99,29308
flake8,0.15,247,22876
ruff,0.01,154,74700
mypy,0.15,100,52676
bandit,0.21,99,29176
flake8,0.15,233,22876
ruff,0.01,133,86112
mypy,0.15,98,52572
bandit,0.22,96,29216
flake8,0.16,222,22804
ruff,0.02,118,84220
mypy,0.20,95,52628
bandit,0.23,96,29288
flake8,0.15,236,22828
ruff,0.10,101,72112
mypy,0.15,100,52484
bandit,0.21,100,29336
flake8,0.15,241,24716
ruff,0.03,113,86284
mypy,0.15,100,52496
bandit,0.20,99,29284
flake8,0.16,235,22872
ruff,0.01,126,78560
mypy,0.17,99,52544
bandit,0.22,95,29360
flake8,0.16,231,22736
ruff,0.01,147,82260
mypy,0.16,99,52700
bandit,0.21,100,29328
flake8,0.16,235,22844
ruff,0.01,150,76724
mypy,0.15,98,52572
bandit,0.21,97,29312
flake8,0.15,240,24736
ruff,0.01,136,82432
mypy,0.16,98,52616
bandit,0.22,100,29136
flake8,0.17,233,22692
ruff,0.01,145,74640
mypy,0.15,99,52540
bandit,0.21,99,29328
flake8,0.16,240,22744
ruff,0.01,141,76708
mypy,0.16,100,52632
bandit,0.21,99,29240
flake8,0.16,246,22732
ruff,0.01,160,74844
mypy,0.15,99,52568
bandit,0.21,100,29280
flake8,0.16,235,22864
ruff,0.01,145,82560
mypy,0.15,100,52612
bandit,0.21,100,29328
flake8,0.15,234,22740
ruff,0.01,133,80624
mypy,0.16,100,52600
bandit,0.22,96,29316
flake8,0.15,233,24716
ruff,0.01,122,78372
mypy,0.19,99,52464
bandit,0.23,95,29304
flake8,0.16,236,22832
ruff,0.09,110,80576
mypy,0.16,100,52628
bandit,0.21,98,29316
flake8,0.16,225,22744
ruff,0.01,125,78292
mypy,0.15,100,52468
bandit,0.22,97,29176
flake8,0.18,228,24748
ruff,0.01,154,76376
mypy,0.16,99,52560
bandit,0.20,95,29284
flake8,0.16,226,22868
ruff,0.01,141,80588
mypy,0.16,95,52676
bandit,0.21,100,29156
flake8,0.15,239,22836
ruff,0.01,133,86276
mypy,0.15,98,52552
bandit,0.23,96,29096
flake8,0.15,234,22812
ruff,0.01,145,84604
mypy,0.15,94,52556
bandit,0.22,96,29312
flake8,0.15,240,24764
ruff,0.01,154,82876
mypy,0.15,99,52548
bandit,0.21,100,29288
flake8,0.15,231,22724
ruff,0.01,133,80408
mypy,0.16,100,52680
bandit,0.20,100,29324
flake8,0.15,233,22800
ruff,0.01,150,66228
mypy,0.15,100,52616
bandit,0.20,99,29288
flake8,0.15,232,22924
ruff,0.01,145,80320
mypy,0.15,99,52628
bandit,0.20,100,29260
flake8,0.15,230,24916
ruff,0.01,136,84124
mypy,0.15,100,52632
bandit,0.21,94,29316
flake8,0.16,236,22868
ruff,0.02,123,84540
mypy,0.16,98,52636
bandit,0.20,97,29292
flake8,0.15,243,22740
ruff,0.01,150,74536
mypy,0.15,93,52612
bandit,0.22,96,29160
flake8,0.17,232,22880
ruff,0.01,154,74940
mypy,0.16,95,52668
bandit,0.21,99,28972
flake8,0.16,237,22748
ruff,0.01,130,76532
mypy,0.19,100,52480
bandit,0.31,97,29284
flake8,0.19,247,22808
ruff,0.01,138,74528
mypy,0.20,94,52580
bandit,0.22,100,29160
flake8,0.15,237,22744
ruff,0.01,133,73064
mypy,0.16,100,52580
bandit,0.22,99,29184
flake8,0.16,230,24900
ruff,0.01,141,81928
mypy,0.16,100,52628
bandit,0.22,96,29156
flake8,0.16,228,24844
ruff,0.01,160,76960
mypy,0.15,94,52588
bandit,0.21,100,29220
flake8,0.15,233,22808
ruff,0.01,126,84264
mypy,0.15,96,52560
bandit,0.21,100,29288
flake8,0.15,225,22808
ruff,0.01,141,80488
mypy,0.15,99,52672
bandit,0.20,99,29284
flake8,0.16,233,22880
ruff,0.01,131,82224
mypy,0.15,97,52608
bandit,0.22,96,29176
flake8,0.16,235,24768
ruff,0.01,133,84088
mypy,0.15,99,52596
bandit,0.22,99,29232
flake8,0.16,232,24780
ruff,0.01,129,81112
mypy,0.15,94,52484
bandit,0.21,100,29308
flake8,0.15,240,22872
ruff,0.01,125,76300
mypy,0.15,99,52528
bandit,0.21,100,29176
flake8,0.14,239,22744
ruff,0.01,154,74788
mypy,0.15,99,52612
bandit,0.20,99,29132
flake8,0.15,238,24912
ruff,0.01,125,80540
mypy,0.15,100,52692
bandit,0.23,100,29180
flake8,0.15,237,22744
ruff,0.02,120,80412
mypy,0.15,93,52540
bandit,0.22,99,28980
flake8,0.16,232,22928
ruff,0.01,127,74064
mypy,0.16,93,52584
bandit,0.22,98,29332
flake8,0.16,238,24864
ruff,0.01,172,76740
mypy,0.16,95,52680
bandit,0.22,99,29288
flake8,0.16,233,22928
ruff,0.01,150,78876
mypy,0.17,95,52568
bandit,0.22,99,29240
flake8,0.16,230,22748
ruff,0.01,138,78560
mypy,0.16,99,52620
bandit,0.20,97,29324
flake8,0.17,243,22896
ruff,0.01,142,76488
mypy,0.16,94,52472
bandit,0.20,99,29316
flake8,0.15,236,24764
ruff,0.01,141,80468
mypy,0.15,100,52620
bandit,0.23,99,29360
flake8,0.17,230,22832
ruff,0.01,150,75004
mypy,0.17,95,52600
bandit,0.25,98,29276
flake8,0.18,247,22836
ruff,0.01,116,69020
mypy,0.16,100,52572
bandit,0.22,99,29160
flake8,0.16,230,22732
ruff,0.01,118,80408
mypy,0.15,98,52608
bandit,0.22,100,29332
flake8,0.16,231,22748
ruff,0.01,125,80364
mypy,0.15,100,52624
bandit,0.22,95,29328
flake8,0.15,230,22828
ruff,0.01,130,72412
mypy,0.15,100,52492
bandit,0.22,99,29284
flake8,0.16,231,22868
ruff,0.02,120,82028
mypy,0.16,100,52560
bandit,0.20,99,29288
flake8,0.14,236,22928
ruff,0.01,133,86436
mypy,0.15,100,52568
bandit,0.21,100,29316
flake8,0.17,278,22928
ruff,0.01,136,84148
mypy,0.16,99,52616
bandit,0.23,98,29348
flake8,0.17,245,24904
ruff,0.01,158,80664
mypy,0.16,94,52668
bandit,0.23,100,29336
flake8,0.19,251,22832
ruff,0.02,127,72532
mypy,0.19,97,52612
bandit,0.25,97,29312
flake8,0.17,232,22872
ruff,0.01,136,62336
mypy,0.16,94,52696
bandit,0.22,96,29308
flake8,0.17,240,24768
ruff,0.01,150,77208
mypy,0.16,100,52592
bandit,0.22,100,29156
flake8,0.17,228,24856
ruff,0.01,166,75204
mypy,0.17,99,52564
bandit,0.21,100,29284
flake8,0.17,220,22808
ruff,0.02,135,77016
mypy,0.16,95,52612
bandit,0.21,100,29240
flake8,0.16,238,22872
ruff,0.01,128,86368
mypy,0.16,100,52624
bandit,0.23,98,29088
flake8,0.18,227,22740
ruff,0.01,128,76992
mypy,0.17,95,52672
bandit,0.24,97,29132
flake8,0.20,218,22744
